province,place,activity,description,primary_type,sub_types
Quảng Nam,Khu nghỉ dưỡng Boutique Hội An,Nghỉ dưỡng bãi biển An Bàng; thư giãn hồ bơi,"Resort mang phong cách kiến trúc thuộc địa Pháp nằm sát bãi biển An Bàng thơ mộng. Du khách sẽ được thư giãn giữa vườn nhiệt đới xanh mướt và tận hưởng làn gió biển mát lành trong không gian tĩnh mịch, thanh lịch.",Giải trí - Nghỉ dưỡng,Biển Đảo
Quảng Ngãi,Khu du lịch sinh thái Bãi Dừa,Dã ngoại miệt vườn ven sông cửa biển; thưởng thức nước dừa,"Bãi Dừa tọa lạc nơi cửa sông đổ ra biển, nổi tiếng với rặng dừa nước bát ngát. Đây là điểm nghỉ dưỡng cuối tuần lý tưởng để du khách ngồi chòi lá ngắm sông, ăn đặc sản vùng cửa biển và tận hưởng không khí làng quê.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Bình Định,Maia Resort Quy Nhơn,Nghỉ dưỡng ẩm thực; tắm biển vắng; spa ngoài trời,"Maia Resort nằm bên vịnh Phương Mai, chú trọng vào trải nghiệm nghỉ dưỡng kết hợp ẩm thực tinh tế. Với các căn villa có hồ bơi riêng và view biển tuyệt đẹp, đây là nơi du khách tìm thấy sự cân bằng và hưởng thụ.",Giải trí - Nghỉ dưỡng,Biển Đảo;Ẩm thực
Bình Định,Crown Retreat Quy Nhơn,Nghỉ dưỡng bungalow sát biển; ngắm bình minh biển,"Nằm tách biệt tại vùng biển Trung Lương, các bungalow bằng gỗ của Crown Retreat mang lại cảm giác ấm cúng và gần gũi với thiên nhiên. Du khách chỉ cần mở cửa là thấy biển xanh và tiếng sóng vỗ rì rào ngay dưới chân.",Giải trí - Nghỉ dưỡng,Biển Đảo
Phú Yên,Zannier Hotels Bãi San Hô,Nghỉ dưỡng phong cách làng quê; lặn ngắm san hô riêng tư,"Đây là khu nghỉ dưỡng siêu sang nằm giữa một bán đảo hoang sơ tại Sông Cầu. Kiến trúc resort tái hiện những ngôi nhà của người dân tộc địa phương, mang lại trải nghiệm nghỉ dưỡng văn hóa hòa quyện cùng biển cả trong vắt.",Giải trí - Nghỉ dưỡng,Biển Đảo;Văn hóa
Phú Yên,Rosa Alba Resort,Nghỉ dưỡng villa hiện đại; dạo bộ đường hầm ra biển,Rosa Alba gây ấn tượng với hồ bơi nước mặn và hệ thống đường hầm thông minh nối thẳng từ trung tâm resort ra bãi biển Tuy Hòa. Không gian sang trọng tại đây mang lại một kỳ nghỉ biển hiện đại và tiện nghi.,Giải trí - Nghỉ dưỡng,Biển Đảo
Khánh Hòa,Six Senses Ninh Van Bay,Nghỉ dưỡng biệt thự trên đá; chèo kayak; tập thiền,"Nằm tại một vịnh biển biệt lập chỉ có thể tiếp cận bằng tàu, Six Senses Ninh Van Bay là đỉnh cao của nghỉ dưỡng sinh thái. Du khách sẽ được hòa mình vào thiên nhiên, ngủ trong những villa vách đá và tận hưởng sự riêng tư tuyệt đối.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Khánh Hòa,Amiana Resort Nha Trang,Tắm hồ bơi nước mặn; ngâm khoáng nóng; tắm biển riêng,"Amiana tọa lạc trên một vịnh nhỏ yên tĩnh, nổi tiếng với hồ bơi nước mặn rộng lớn và bãi biển riêng nước xanh ngắt. Dịch vụ tắm bùn khoáng và trị liệu spa tại đây giúp du khách phục hồi năng lượng hoàn hảo.",Giải trí - Nghỉ dưỡng,Biển Đảo
Khánh Hòa,Khu nghỉ dưỡng Alma,Nghỉ dưỡng gia đình đa tiện ích; xem phim ngoài trời; chơi công viên nước,"Alma Resort Cam Ranh được thiết kế như một thành phố thu nhỏ với rạp chiếu phim, công viên nước và hàng chục hồ bơi. Đây là nơi nghỉ dưỡng tuyệt vời cho những gia đình muốn có mọi tiện ích giải trí ngay trong khuôn viên.",Giải trí - Nghỉ dưỡng,Biển Đảo
Ninh Thuận,Amanoi Resort,Nghỉ dưỡng xa hoa bên vịnh Vĩnh Hy; leo núi; chèo SUP,"Amanoi là khu nghỉ dưỡng 6 sao nằm giữa vườn quốc gia Núi Chúa, nhìn xuống vịnh Vĩnh Hy hùng vĩ. Với kiến trúc tinh tế và dịch vụ chăm sóc cá nhân hóa, nơi đây mang lại trải nghiệm nghỉ dưỡng đẳng cấp bậc nhất thế giới.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Ninh Thuận,Sài Gòn - Ninh Chữ Hotel & Resort,Tắm biển; dạo bộ vườn dừa; thưởng thức đặc sản Phan Rang,"Nằm ngay bãi biển Ninh Chữ thơ mộng, resort này mang lại không gian xanh mát và yên bình. Du khách có thể tận hưởng gió biển miền Trung, thưởng thức nho tươi và những món hải sản đậm đà hương vị địa phương.",Giải trí - Nghỉ dưỡng,Biển Đảo
Bình Thuận,Anantara Mui Ne Resort,Nghỉ dưỡng giữa rặng dừa; massage trị liệu; tắm biển,"Anantara Mũi Né kết hợp giữa nét quyến rũ của văn hóa Việt và đẳng cấp quốc tế. Du khách sẽ được thư giãn trong những căn phòng gỗ ấm cúng, dạo bước dưới bóng dừa xanh và ngắm hoàng hôn rực rỡ trên đồi cát cát.",Giải trí - Nghỉ dưỡng,Biển Đảo;Văn hóa
Bình Thuận,Centara Mirage Resort Mui Ne,Vui chơi công viên nước chủ đề; nghỉ dưỡng phong cách Địa Trung Hải,Resort mang phong cách những ngôi làng ven biển Tây Ban Nha với hồ bơi vô cực nhiều tầng và khu vui chơi giải trí sôi động. Đây là điểm đến giải trí lý tưởng cho các gia đình trẻ tại vùng biển Phan Thiết.,Giải trí - Nghỉ dưỡng,Biển Đảo
Bà Rịa - Vũng Tàu,Marina Bay Vung Tau Resort & Spa,Tắm hồ bơi vô cực hướng biển; nghỉ dưỡng villa sang trọng,"Nằm tại khu vực Sao Mai tĩnh lặng, Marina Bay sở hữu vị trí ngắm hoàng hôn biển đẹp nhất Vũng Tàu. Với kiến trúc hiện đại và dịch vụ spa chuyên nghiệp, nơi đây mang lại trải nghiệm nghỉ dưỡng sang chảnh gần Sài Gòn.",Giải trí - Nghỉ dưỡng,Biển Đảo
Bà Rịa - Vũng Tàu,Khu du lịch sinh thái Hồ Mây,Đi cáp treo; chơi trò chơi cảm giác mạnh; tham quan vườn thú,"Hồ Mây tọa lạc trên đỉnh núi Lớn, là tổ hợp nghỉ dưỡng giải trí độc đáo nhất Vũng Tàu. Du khách vừa có thể nghỉ ngơi giữa rừng thông mát mẻ, vừa có thể ngắm biển từ trên cao và tham gia vô vàn trò chơi hấp dẫn.",Giải trí - Nghỉ dưỡng,Mạo hiểm - Trải nghiệm;Biển Đảo
TP. Hồ Chí Minh,Cần Giờ Resort,Tắm hồ bơi ven biển; tham quan đảo Khỉ; dã ngoại rừng ngập mặn,"Cần Giờ Resort nằm sát bãi biển 30/4, mang lại không gian nghỉ ngơi yên bình với những tán cây xanh mát. Đây là 'trạm sạc' năng lượng tuyệt vời cho người dân Sài Gòn muốn thay đổi không khí ven biển rừng sát.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Bến Tre,Khu nghỉ dưỡng Mỹ An,Tắm hồ bơi; massage thảo dược; dạo bộ ven sông cửa biển,"Mỹ An Resort nằm nơi cửa sông Hàm Luông lộng gió, mang lại không gian nghỉ dưỡng miệt vườn thanh bình. Du khách sẽ được thưởng thức các món ăn từ dừa và tận hưởng sự thư thái của gió biển thổi vào cửa sông.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Ẩm thực
Trà Vinh,Khu du lịch sinh thái biển Ba Động,Nghỉ dưỡng bungalow ven biển; ăn hải sản; ngắm quạt gió,"Dù bãi biển còn hoang sơ, khu du lịch Ba Động cung cấp các căn bungalow gỗ ngay sát mép nước. Du khách đến đây để tận hưởng sự vắng vẻ, hít thở gió biển mặn mòi và thưởng thức đặc sản chù khứa rán giòn.",Giải trí - Nghỉ dưỡng,Biển Đảo
Sóc Trăng,Khu du lịch sinh thái Mỏ Ó,Dạo bộ cầu tre xuyên rừng bần; ngắm biển cửa sông,"Mỏ Ó là điểm nghỉ dưỡng sinh thái mới nổi, nơi du khách có thể đi dạo trên những cây cầu tre dài uốn lượn dưới tán rừng bần ngập mặn ven biển. Không khí trong lành và cảnh sắc thanh bình mang lại sự thư giãn tuyệt đối.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Bạc Liêu,Resort Hồ Nam,Chơi golf; nghỉ dưỡng bungalow ven hồ ven biển,"Hồ Nam Resort kết hợp giữa không gian nghỉ dưỡng xanh mát và các dịch vụ giải trí như golf, bơi lội. Nằm gần bãi biển Bạc Liêu, nơi đây mang lại sự tiện nghi và yên bình cho du khách khi ghé thăm xứ sở Công tử.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Kiên Giang,Regent Phu Quoc,Nghỉ dưỡng siêu sang; ngắm hoàng hôn bãi Trường; thưởng thức ẩm thực Michelin,Regent Phú Quốc là đỉnh cao của sự hưởng thụ với kiến trúc tinh tế và dịch vụ cá nhân hóa tuyệt đối. Du khách sẽ được đắm mình trong hồ bơi vô cực ngắm mặt trời lặn và tận hưởng những liệu pháp spa đặc biệt.,Giải trí - Nghỉ dưỡng,Biển Đảo
Kiên Giang,Khu nghỉ dưỡng Pullman Phu Quoc,Vui chơi hồ bơi tràn bờ; giải trí bãi biển,"Pullman Phú Quốc mang lại không gian nghỉ dưỡng trẻ trung, năng động với nhiều hoạt động giải trí trên bờ biển riêng. Đây là nơi tuyệt vời để các nhóm bạn và gia đình tận hưởng kỳ nghỉ biển sôi động và hiện đại.",Giải trí - Nghỉ dưỡng,Biển Đảo
Kiên Giang,Nam Nghi Coral Peninsula Phu Quoc,Chèo kayak đảo Móng Tay; lặn ngắm san hô riêng tư,"Nằm trên một bán đảo riêng biệt với rừng nguyên sinh bao quanh, Nam Nghi mang lại trải nghiệm nghỉ dưỡng hoang sơ mà sang trọng. Du khách có thể thưởng thức cocktail tại bar trên mỏm đá giữa biển xanh ngắt.",Giải trí - Nghỉ dưỡng,Biển Đảo;Sinh thái - Thiên nhiên
Kiên Giang,Khu nghỉ dưỡng Sea Sense (Hà Tiên),Tắm hồ bơi hướng vịnh; ngắm hoàng hôn Mũi Nai,"Sea Sense Hà Tiên là điểm nghỉ dưỡng yên bình nằm bên vịnh Thái Lan thơ mộng. Du khách sẽ được thư giãn trong không khí biển mát lành, tham quan các thạch động và thưởng thức hải sản đặc trưng vùng biên viễn.",Giải trí - Nghỉ dưỡng,Biển Đảo
Cà Mau,Khu nghỉ dưỡng sinh thái Đất Mũi,Nghỉ dưỡng homestay giữa rừng đước; đi vỏ lãi xuyên rừng ngập mặn,Nghỉ dưỡng tại Đất Mũi mang lại trải nghiệm độc đáo khi du khách được sống trong những ngôi nhà sàn truyền thống. Buổi sáng thức dậy giữa rừng đước và hít thở vị mặn của biển đại dương là cảm giác vô cùng sảng khoái.,Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên;Biển Đảo
Cà Mau,Khu du lịch Khai Long,Tắm biển; tham quan tượng Phật Bà khổng lồ; nghỉ dưỡng bãi cát vàng,"Khai Long là khu nghỉ dưỡng giải trí ven biển nổi tiếng với bãi cát rộng và cảnh quan thiên nhiên trù phú. Du khách đến đây để hành hương, vui chơi giải trí và ngắm nhìn hòn Khoai thấp thoáng phía xa.",Giải trí - Nghỉ dưỡng,Biển Đảo;Tâm linh
Lâm Đồng,Tea Resort (Bảo Lộc),Tắm bùn khoáng giữa vườn trà; nghỉ dưỡng villa đá,"Dù không có biển, Tea Resort mang lại cảm giác giải trí 'mát rượi' với hồ bơi nước nóng và các liệu trình tắm bùn giữa đồi trà xanh ngắt. Đây là trạm dừng nghỉ thư giãn bậc nhất trên đường từ Sài Gòn lên Đà Lạt.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Yên Bái,Le Champ Tú Lệ Resort,Nghỉ dưỡng tắm khoáng nóng; ngắm ruộng bậc thang,"Le Champ Tú Lệ tọa lạc bên sườn đồi nhìn xuống thung lũng lúa, nổi tiếng với hồ bơi vô cực và suối khoáng nóng tự nhiên. Đây là địa điểm nghỉ dưỡng 'sang chảnh' nhất vùng cao Bắc Bộ để du khách thư giãn và săn ảnh lúa chín.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Lào Cai,Topas Ecolodge,Nghỉ dưỡng hồ bơi vô cực đỉnh núi; tập yoga; trekking nhẹ,"Topas Ecolodge được vinh danh là một trong những khu nghỉ dưỡng bền vững nhất thế giới. Với các bungalow bằng đá nằm rải rác trên đỉnh đồi, du khách sẽ được tận hưởng kỳ nghỉ 'không tivi, không wifi' để hoàn toàn kết nối với thiên nhiên.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Sơn La,Mộc Châu Retreat,Nghỉ dưỡng nhà sàn hiện đại; dạo bộ vườn hoa; hái trái cây,"Mộc Châu Retreat mang lại không gian nghỉ dưỡng thanh bình giữa thung lũng xanh. Du khách có thể thư giãn bên dòng suối nhỏ, tham gia các lớp học nấu ăn địa phương và tận hưởng khí hậu ôn đới mát mẻ.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Thái Nguyên,Khu nghỉ dưỡng Hồ Núi Cốc,Đi du thuyền; vui chơi công viên nước; xem nhạc nước,"Hồ Núi Cốc là trung tâm giải trí lớn gắn liền với huyền thoại chàng Cốc nàng Công. Du khách sẽ được thỏa sức vui chơi tại công viên, tham quan các động huyền thoại và tận hưởng không khí mát mẻ ven hồ.",Giải trí - Nghỉ dưỡng,Văn hóa;Sinh thái - Thiên nhiên
Vĩnh Phúc,Flamingo Dai Lai Resort,Nghỉ dưỡng kiến trúc xanh; chơi golf; xem triển lãm nghệ thuật,"Được mệnh danh là resort xanh nhất hành tinh, Flamingo Đại Lải mang lại không gian nghỉ dưỡng đẳng cấp với các villa phủ đầy cây xanh và bảo tàng nghệ thuật đương đại ngoài trời đầy ấn tượng.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Hải Dương,Khu nghỉ dưỡng sinh thái rừng thông Chí Linh,Cắm trại; nướng thịt ngoài trời; dạo bộ rừng thông,"Rừng thông Chí Linh là điểm nghỉ dưỡng dã ngoại nổi tiếng miền Bắc với khung cảnh như Đà Lạt thu nhỏ. Du khách thường đến đây vào cuối tuần để cắm trại, hít thở mùi nhựa thông thơm ngậy và thư giãn sau giờ làm việc.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Hà Nội,Glamping Ba Vì,Cắm trại sang chảnh; đốt lửa trại; trekking rừng quốc gia,"Glamping tại Ba Vì là xu hướng nghỉ dưỡng mới, nơi du khách được ngủ trong những căn lều đầy đủ tiện nghi giữa rừng thông đại ngàn. Buổi sáng thức dậy với tiếng chim hót và sương mù bao quanh là trải nghiệm cực kỳ thú vị.",Giải trí - Nghỉ dưỡng,Sinh thái - Thiên nhiên
Ninh Bình,Emeralda Resort Ninh Binh,Nghỉ dưỡng phong cách cung đình Bắc Bộ; đạp xe đồng quê,"Emeralda tái hiện không gian làng quê đồng bằng Bắc Bộ xưa với mái ngói rêu phong và sân đình cổ kính. Resort nằm ngay cạnh khu bảo tồn Vân Long, mang lại kỳ nghỉ tĩnh tại và sang trọng cho du khách.",Giải trí - Nghỉ dưỡng,Văn hóa;Sinh thái - Thiên nhiên
Quảng Ninh,Fleur de Lys Resort (Đảo Quan Lạn),Tắm biển bãi Minh Châu; dã ngoại bãi cỏ ven biển,"Nằm trên hòn đảo Quan Lạn xinh đẹp, resort này sở hữu lối vào bãi biển Minh Châu trong xanh nhất miền Bắc. Du khách sẽ được tận hưởng sự riêng tư tuyệt đối và không gian biển đảo xanh mướt mát mắt.",Giải trí - Nghỉ dưỡng,Biển Đảo
Quảng Nam,Bliss Hội An Beach Resort,Tắm hồ bơi vô cực ven biển; tập Thái Cực Quyền bình minh,"Nằm tại bãi biển Bình Minh yên tĩnh, Bliss Hội An mang phong cách nhà rông cách điệu độc đáo. Du khách sẽ được tận hưởng không gian biển vắng người, tham gia các hoạt động chăm sóc sức khỏe và phục hồi năng lượng.",Giải trí - Nghỉ dưỡng,Biển Đảo
